id,requerimiento_id,descripcion,referencia_normativa,prioridad,justificacion,metodo_validacion,dependencias_exclusiones,categoria,ejemplo_practico,fecha_creacion,tag,norma_sugerida,legibility_score,ambiguous_terms
116,SIR-104,Debe configurarse una política de listas blancas de ejecución que limite los binarios y scripts permitidos en entornos clínicos sensibles.,"NIST SI-7(7), DISA STIG APP3530",Alta,Reduce la posibilidad de que código malicioso o no autorizado pueda ejecutarse dentro del sistema.,"Revisión de configuración de AppLocker, SELinux o mecanismos equivalentes en servidores OpenEMR.",Relacionado con SIR-069 (antimalware) y SIR-097 (privilegios mínimos en contenedores).,"Application Whitelisting, Execution Control","El servidor de OpenEMR sólo permite ejecución de binarios en /usr/bin validados, bloqueando scripts desconocidos automáticamente.",2025-04-25T17:52:52.356814+00:00,,,17.34,[]
117,SIR-105,"El sistema debe enviar alertas en tiempo real al detectar patrones compatibles con ataques de ransomware, como aumento anómalo de escrituras o cambios masivos en archivos.","NIST IR-5, ISO 27002:2022 5.22, OWASP A09:2021",Alta,Permite una respuesta inmediata y reduce el alcance del cifrado automático.,Simulación de actividad ransomware-like y verificación de alerta generada en el SIEM o sistema de detección.,Relacionado con SIR-057 (detección de anomalías).,"SIEM Correlation, Anomaly Detection",SIEM detecta que un proceso ha accedido a 10.000 archivos en 5 minutos y envía alerta crítica al equipo de ciberseguridad.,2025-04-25T17:52:52.356814+00:00,,,28.17,[]
118,SIR-106,"El sistema debe limitar el número de cuentas con privilegios administrativos y definir roles separados para gestión, auditoría y operación clínica.","ISO 27002:2022 5.18, NIST AC-6, HIPAA §164.312(a)",Alta,Reduce el riesgo de abuso de privilegios o errores administrativos al aplicar el principio de mínimo privilegio.,Revisión de roles en el sistema de gestión de usuarios e inspección de uso de cuentas admin.,Relacionado con SIR-001 (RBAC general).,"Privileged Access Control, Role Separation",El sistema separa el rol de 'Administrador del sistema' del 'Auditor clínico' y 'Usuario médico'.,2025-04-29T13:56:46.933925+00:00,,,24.78,[]
119,SIR-107,"Todo uso de cuentas con privilegios elevados debe ser registrado con auditoría detallada, incluyendo hora, acciones realizadas y motivo del acceso.","NIST AU-2, ISO 27002:2022 5.22, HIPAA §164.312(b)",Alta,"Permite trazabilidad total sobre cambios críticos, facilitando la detección de accesos indebidos o acciones peligrosas.",Análisis de logs de eventos privilegiados y correlación con justificaciones/documentación de acceso.,Complementa SIR-054 (auditoría general).,"Privileged Session Auditing, Accountability",El acceso a la base de datos por un administrador para restaurar registros clínicos queda registrado con detalle del cambio y motivo clínico.,2025-04-29T13:56:46.933925+00:00,,,-0.61,[]
120,SIR-108,"El sistema debe permitir el uso de cuentas de emergencia ('break-glass') con acceso temporal y controlado, activadas solo bajo condiciones clínicas críticas.","HIPAA §164.312(a)(1), NIST AC-2(5), ISO 27002:2022 5.17.7",Alta,Permite garantizar la atención médica urgente sin comprometer las políticas estándar de acceso y seguridad.,Verificación de existencia de usuarios break-glass + logs de activación + evidencia de control posterior.,Relacionado con SIR-040 (sesiones) y SIR-002 (autenticación).,"Emergency Access Management, Clinical Override","Ante un fallo de red o sistema SSO, se permite acceso con una cuenta de emergencia a través de MFA + log firmado del evento.",2025-04-29T13:56:46.933925+00:00,,,15.31,[]
121,SIR-109,"Debe realizarse una revisión periódica (al menos trimestral) de las cuentas con privilegios administrativos para validar su necesidad, uso y vigencia.","NIST AC-2(3), ISO 27002:2022 5.20.3",Media,Evita la acumulación de cuentas elevadas innecesarias y permite revocar accesos obsoletos.,Informe de revisión de cuentas privilegiadas firmado por el responsable de seguridad.,Complementa SIR-106.,"Access Review, Privilege Governance",La cuenta admin otorgada a un proveedor temporal fue desactivada tras revisión trimestral al comprobar su inactividad por 45 días.,2025-04-29T13:56:46.933925+00:00,,,16.32,[]
122,SIR-110,Las credenciales de cuentas privilegiadas deben almacenarse y rotarse de forma automática mediante soluciones de gestión segura (Password Vaults).,"NIST IA-5, ISO 27002:2022 8.3.5",Alta,Evita filtraciones o reutilización indebida de credenciales sensibles en entornos clínicos críticos.,"Inspección de uso de herramientas como HashiCorp Vault, CyberArk o AWS Secrets Manager.",Relacionado con SIR-002 (credenciales).,"Credential Management, Secret Rotation",Las contraseñas root de bases de datos clínicas se almacenan cifradas en CyberArk con rotación semanal automática.,2025-04-29T13:56:46.933925+00:00,,,18.35,[]
123,SIR-111,El sistema debe garantizar que todo correo que contenga ePHI se transmita exclusivamente mediante canales cifrados (TLS 1.2 o superior).,"HIPAA §164.312(e)(1), ISO 27002:2022 8.4.1, NIST SP 800-52",Alta,Protege la confidencialidad de información clínica enviada por correo electrónico durante la transmisión.,"Análisis de configuración SMTP, uso de STARTTLS obligatorio y pruebas con herramientas como checktls.com.",Relacionado con SIR-086 (cifrado en tránsito general).,"Email Encryption, Transport Security",Los informes de laboratorio enviados desde OpenEMR se transmiten vía SMTP seguro con STARTTLS activado y certificado válido.,2025-04-29T13:59:13.793386+00:00,,,35.95,[]
124,SIR-112,"Todo correo clínico debe estar protegido mediante mecanismos de autenticación de servidor como SPF, DKIM y políticas DMARC para prevenir spoofing.","NIST SP 800-45, ISO 27002:2022 8.11.4, CIS Controls v8 9.4",Alta,Evita el uso fraudulento de dominios clínicos para phishing o suplantación de identidad institucional.,"Validación de registros DNS de SPF, DKIM y DMARC para los dominios de envío configurados.",Complementa SIR-111.,"Email Authentication, Anti-Spoofing",El dominio @openemrclinic.org tiene registros SPF/DKIM/DMARC activos y reportes de validación configurados.,2025-04-29T13:59:13.793386+00:00,,,16.32,[]
125,SIR-113,El sistema debe permitir la detección y filtrado automático de correos con archivos adjuntos maliciosos o enlaces sospechosos.,"ISO 27002:2022 8.7.3, NIST SI-3, HIPAA §164.308(a)(5)(ii)(B)",Alta,"Evita infecciones por malware, ransomware y accesos maliciosos a través del canal de correo.",Pruebas con EICAR y enlaces simulados de phishing; revisión de filtros de gateway SMTP o solución MTA.,Relacionado con SIR-069 (antimalware).,"Email Threat Protection, Content Filtering",El gateway SMTP escanea los archivos adjuntos y bloquea cualquier ejecutable no firmado o archivo .js sospechoso.,2025-04-29T13:59:13.793386+00:00,,,27.83,[]
126,SIR-114,Se debe proporcionar una alternativa segura para el intercambio de ePHI por correo mediante portales web con autenticación o cifrado punto a punto.,"HIPAA §164.312(e)(1), ISO 27002:2022 8.4.4",Media,Evita exponer información médica sensible incluso si el destinatario no soporta cifrado.,Revisión del sistema de mensajería segura o portales con acceso autenticado para pacientes o proveedores.,Relacionado con SIR-041 (privacidad del paciente).,"Secure Messaging, Patient Communication",OpenEMR genera un enlace único a un portal cifrado donde el paciente puede descargar su informe después de autenticarse.,2025-04-29T13:59:13.793386+00:00,,,14.29,[]
127,SIR-115,Los logs de envío y recepción de correos clínicos relevantes deben ser auditables y conservarse durante al menos 6 meses.,"NIST AU-11, ISO 27002:2022 5.22, HIPAA §164.312(b)",Media,"Permite rastrear incidentes, demostrar cumplimiento y responder ante incidentes de filtración o acceso indebido.","Revisión de registros SMTP o SIEM con logs de ID de mensaje, destinatario y timestamp.",Relacionado con SIR-054 (logging).,Email Logging and Auditability,"Cada mensaje enviado por el sistema genera un registro con asunto, destinatario y estado de entrega almacenado por 180 días.",2025-04-29T13:59:13.793386+00:00,,,42.72,[]
128,SIR-116,Las bases de datos que almacenen ePHI deben estar cifradas en reposo utilizando mecanismos de cifrado robustos (AES-256 o superior).,"HIPAA §164.312(a)(2)(iv), ISO 27002:2022 8.10, NIST SC-12",Alta,Previene el acceso no autorizado a los datos clínicos incluso si se compromete el almacenamiento físico o virtual.,"Inspección de configuración de cifrado en MySQL, RDS o motor de BBDD, validación de claves y algoritmo.",Relacionado con SIR-016 (cifrado general).,"Database Encryption, ePHI Protection",La base de datos MySQL de OpenEMR utiliza cifrado de tablas InnoDB mediante TDE y claves en AWS KMS.,2025-04-29T14:01:33.110748+00:00,,,34.26,[]
129,SIR-117,"El acceso a la base de datos debe estar restringido exclusivamente mediante usuarios autenticados y roles definidos, sin conexiones anónimas.","ISO 27002:2022 5.18, NIST AC-6, HIPAA §164.312(a)(1)",Alta,Evita accesos no trazables o generalizados que podrían manipular o exfiltrar registros clínicos.,Revisión de políticas de autenticación y existencia de cuentas con privilegios mínimos.,"Relacionado con SIR-001 (acceso lógico), SIR-106 (privilegios).","Database Access Control, RBAC for Databases",Solo el usuario 'openemr_app' puede conectarse a la base con permisos SELECT/INSERT específicos.,2025-04-29T14:01:33.110748+00:00,,,17.34,[]
130,SIR-118,Todos los accesos y modificaciones a las bases de datos clínicas deben ser auditados con logs firmados o protegidos contra manipulación.,"HIPAA §164.312(b), ISO 27002:2022 5.22, NIST AU-2",Alta,Permite la trazabilidad completa y la detección de accesos indebidos o errores críticos.,Activación de log de auditoría binario o SQL + pruebas de integridad con hashing/cifrado.,Relacionado con SIR-107 (auditoría de privilegios).,"Database Auditing, Integrity of Logs",La auditoría de MySQL genera logs cifrados con firma digital y los envía a un SIEM para su verificación diaria.,2025-04-29T14:01:33.110748+00:00,,,16.32,[]
131,SIR-119,Debe implementarse validación de integridad periódica sobre la base de datos clínica para detectar alteraciones o corrupción de registros.,"ISO 27002:2022 8.16, NIST SI-7, HIPAA §164.312(c)(1)",Alta,"Asegura que la información clínica no haya sido modificada, truncada o corrompida por errores o amenazas.",Revisión de scripts o procesos automáticos de verificación de checksums y registros hash.,Relacionado con SIR-065 (integridad de datos).,"Database Integrity Checking, Anti-Tampering",Un job diario verifica que los hashes SHA-256 de cada tabla coincidan con los almacenados en logs sellados.,2025-04-29T14:01:33.110748+00:00,,,18.35,[]
132,SIR-120,Las instancias de base de datos deben estar protegidas mediante firewalls o grupos de seguridad que bloqueen todo tráfico externo no autorizado.,"ISO 27002:2022 5.14, NIST SC-7, CIS MySQL Benchmark",Alta,"Previene ataques de red (brute-force, SQL injection remota) y exposición de puertos críticos a internet.","Inspección de reglas de red (VPC, SG, IPTables) que aseguren restricción de acceso solo desde IPs permitidas.",Relacionado con SIR-072 (protección por IP).,"Database Network Isolation, Firewalling",El puerto 3306 de MySQL solo es accesible internamente por la subred de aplicaciones clínicas autenticadas.,2025-04-29T14:01:33.110748+00:00,,,15.31,[]
133,SIR-121,"[Opcional] Los modelos de IA clínica utilizados en decisiones deben ser trazables, incluyendo versión del modelo, parámetros y fecha de entrenamiento.","ISO 27002:2022 8.29, NIST SA-15(10)",Alta,Permite auditar y verificar la fiabilidad clínica de las decisiones algorítmicas.,Inspección de logs de predicción y almacenamiento de metadatos del modelo.,Aplicable solo si se usan módulos de IA clínica.,"AI Model Traceability, Clinical Auditability","Al registrar una predicción de riesgo, OpenEMR almacena que fue generada por el modelo 'risk-2025-v3' entrenado en enero.",2025-05-01T16:02:24.326609+00:00,,,24.78,[]
134,SIR-122,[Opcional] Las decisiones automáticas asistidas por IA deben poder ser explicadas clínicamente en lenguaje comprensible para el profesional.,"ISO 27002:2022 8.29, NIST RA-9",Media,"Facilita la revisión humana informada, evita dependencia ciega del modelo y mejora confianza clínica.",Evaluación de la documentación o interfaz del sistema que muestre racional clínico o factores clave.,Complementa SIR-121.,"Explainable AI, Clinical Transparency",Un sistema de triaje muestra que la clasificación 'urgente' se basó en frecuencia cardíaca elevada y dificultad respiratoria detectada.,2025-05-01T16:02:24.326609+00:00,,,10.91,[]
135,SIR-123,"[Opcional] Las predicciones realizadas por motores de IA deben quedar registradas con marca de tiempo, usuario responsable y contexto clínico.","NIST AU-2, ISO 27002:2022 5.22, HIPAA §164.312(b)",Alta,Garantiza trazabilidad de recomendaciones clínicas para revisión o refutación en caso de error.,Verificación de logs clínicos con auditoría de predicciones y decisiones tomadas.,Complementa SIR-121 y SIR-107.,"AI Prediction Logging, Accountability","Se almacena que el modelo 'diabetes-risk-v2' recomendó intervención para el paciente 38219, revisado por el Dr. Pérez.",2025-05-01T16:02:24.326609+00:00,,,34.26,[]
136,SIR-124,[Opcional] Los datos clínicos utilizados para entrenar o mejorar modelos de IA deben anonimizarse o seudonimizarse previamente.,"ISO 27002:2022 8.11.3, HIPAA §164.514(b), NIST SP 800-53 PM-18",Alta,Evita exposición no justificada de ePHI en fases de entrenamiento o ajuste del modelo.,Verificación de que los datos exportados para IA no contienen identificadores directos ni indirectos.,Relacionado con SIR-045 (minimización de datos).,"Data Minimization, Privacy-by-Design AI","Los registros utilizados para refinar el modelo de detección de sepsis eliminan nombres, fechas y ubicaciones exactas.",2025-05-01T16:02:24.326609+00:00,,,20.38,[]
137,SIR-125,[Opcional] Los modelos de IA deben someterse a validaciones periódicas para confirmar su precisión clínica y evitar deriva algorítmica.,"ISO 27002:2022 8.29.3, NIST SA-15(3)",Media,Evita que un modelo obsoleto siga operando con decisiones incorrectas que afecten al paciente.,"Evidencia de evaluación periódica y métricas (precision, recall) frente a un set clínico de referencia.",Complementa SIR-121.,"Model Monitoring, Clinical Accuracy Validation",Cada 6 meses se evalúa el modelo de predicción de ECV usando registros validados y se documentan resultados.,2025-05-01T16:02:24.326609+00:00,,,9.89,[]
138,SIR-126,Toda comunicación basada en HL7 FHIR debe realizarse exclusivamente a través de HTTPS (TLS 1.2 o superior) con certificados válidos.,"ISO 27002:2022 8.4.1, NIST SC-12, HIPAA §164.312(e)(1)",Alta,Protege la confidencialidad e integridad de la ePHI intercambiada entre sistemas interoperables.,Pruebas de conexión a endpoints FHIR con validación de TLS y rechazo de HTTP.,Relacionado con SIR-086 (TLS general).,"FHIR Transport Layer Security, OWASP API A9",El endpoint /fhir/Patient solo responde si se accede mediante conexión HTTPS con certificado válido CA.,2025-05-01T16:05:00.406465+00:00,,,35.95,[]
139,SIR-127,El acceso a recursos FHIR debe requerir tokens con scopes definidos (OAuth 2.0) que limiten el acceso a los recursos estrictamente necesarios.,"NIST AC-17, ISO 27002:2022 5.18, SMART on FHIR",Alta,"Aplica el principio de mínimo privilegio y protege recursos sensibles como Patient, Observation, Encounter.","Verificación de autorización por scope (p. ej., patient/*.read) y denegación de acceso sin token válido.",Relacionado con SIR-084 (API auth).,"OAuth2 Scopes, FHIR Authorization",Un token con scope 'patient/Observation.read' no puede acceder al recurso 'Patient.write'.,2025-05-01T16:05:00.406465+00:00,,,51.85,[]
140,SIR-128,"Cada transacción FHIR debe registrarse en logs auditables incluyendo ID de recurso accedido, tiempo, usuario y aplicación origen.","ISO 27002:2022 5.22, NIST AU-2, HIPAA §164.312(b)",Alta,Permite trazar el uso de APIs clínicamente sensibles y detectar usos indebidos o accesos masivos.,Inspección de logs de acceso FHIR en el servidor de OpenEMR y verificación de almacenamiento seguro.,Relacionado con SIR-123 y SIR-054.,"FHIR Logging, API Auditing",El log registra que el usuario 'externo@hospital.com' accedió al recurso /fhir/Patient/89213 a las 10:35 con app_id X.,2025-05-01T16:05:00.406465+00:00,,,27.83,[]
141,SIR-129,Los parámetros de entrada a las APIs FHIR deben validarse estrictamente contra el perfil FHIR esperado y tamaños límite.,"OWASP API8:2023, ISO 27002:2022 8.12",Alta,"Evita inyecciones, denegaciones de servicio por payloads extensos o malformaciones que comprometan el sistema.","Fuzzing de APIs FHIR, revisión de uso de librerías de validación HL7 estándar (p. ej., HAPI FHIR validator).",Relacionado con SIR-087 (validación API general).,"Input Validation, FHIR Schema Compliance",Se rechaza una carga FHIR con un 'Observation.valueQuantity' inválido o con campos no permitidos en el perfil implementado.,2025-05-01T16:05:00.406465+00:00,,,43.73,[]
142,SIR-130,El sistema debe implementar limitación de tasas de acceso (rate limiting) por aplicación y usuario para endpoints FHIR.,"OWASP API4:2023, NIST SC-5",Media,"Evita abusos, scraping masivo de información sensible y ataques de denegación de servicio.",Pruebas de carga controlada y verificación de respuesta HTTP 429 al exceder umbral de peticiones.,Relacionado con SIR-088 (rate limit general).,"Rate Limiting, API Resource Throttling",Se limita a 60 peticiones por minuto por app_id; al superarlo se devuelve 429 y se registra intento excesivo.,2025-05-01T16:05:00.406465+00:00,,,44.75,[]
143,SIR-131,Toda estación clínica o terminal físico que acceda a OpenEMR debe requerir autenticación individual del usuario mediante credenciales seguras.,"HIPAA §164.310(a)(1), ISO 27002:2022 5.17.2, NIST AC-7",Alta,"Evita accesos indebidos desde terminales compartidas o no supervisadas, protegiendo el acceso a ePHI.",Pruebas en estaciones de trabajo para verificar autenticación activa por usuario clínico.,Relacionado con SIR-002 (acceso lógico).,"Workstation Access Control, Identity Enforcement","Cada terminal en consulta requiere autenticación con usuario individual antes de acceder a OpenEMR, y se cierra automáticamente tras 5 minutos de inactividad.",2025-05-01T16:07:09.501666+00:00,,,1.43,[]
144,SIR-132,Las estaciones clínicas deben bloquearse automáticamente tras un periodo definido de inactividad para prevenir el acceso no autorizado.,"HIPAA §164.312(a)(2)(iii), ISO 27002:2022 5.17.6, DISA STIG",Alta,Reduce la posibilidad de exposición visual o manipulación de registros clínicos en entornos físicos compartidos.,Revisión de políticas de bloqueo de pantalla en estaciones y pruebas de inactividad.,Relacionado con SIR-040 (sesiones).,"Session Timeout, Physical Endpoint Protection","Después de 3 minutos sin actividad, el terminal clínico bloquea automáticamente la sesión y requiere reautenticación.",2025-05-01T16:07:09.501666+00:00,,,10.91,[]
145,SIR-133,"Las estaciones clínicas deben contar con mecanismos de protección antimanipulación física como anclajes, cierre de puertos no autorizados y ubicación segura.","ISO 27002:2022 7.3, HIPAA §164.310(a)(2)(iii), NIST PE-3",Media,"Evita que dispositivos sean robados, manipulados físicamente o usados como vía de ataque.",Inspección física de estaciones clínicas y validación de bloqueo de puertos USB no autorizados.,Relacionado con SIR-079 (acceso físico).,"Endpoint Tamper Protection, Physical Security","Estación de consulta anclada al escritorio, con BIOS bloqueada y puertos USB deshabilitados para prevenir conexión de medios extraíbles.",2025-05-01T16:07:09.501666+00:00,,,7.86,[]
146,SIR-134,"Debe instalarse software de gestión de endpoints (MDM/EDR) en todas las estaciones clínicas para control remoto, actualizaciones, borrado o rastreo.","ISO 27002:2022 8.6.3, NIST CM-7, HIPAA §164.310(d)(1)",Alta,"Permite monitorear y controlar estaciones clínicas, aplicar parches y responder a incidentes de forma centralizada.",Revisión de plataforma de gestión de endpoints y enrolamiento de estaciones.,Relacionado con SIR-050 (gestión de dispositivos).,"Endpoint Management, Clinical Workstation Control",Cada estación clínica tiene agente MDM que permite aplicar configuraciones de seguridad y borrar datos de forma remota en caso de pérdida.,2025-05-01T16:07:09.501666+00:00,,,17.34,[]
147,SIR-135,Los dispositivos clínicos portátiles deben contar con cifrado completo de disco activado para prevenir pérdida o acceso a ePHI en caso de extravío.,"HIPAA §164.312(a)(2)(iv), ISO 27002:2022 8.10.3, NIST MP-5",Alta,Protege los datos almacenados localmente en portátiles o tablets usados en movilidad clínica.,"Verificación de políticas de cifrado activo en sistemas operativos (BitLocker, FileVault, LUKS).",Relacionado con SIR-015 (almacenamiento seguro).,"Full Disk Encryption, Mobile Endpoint Security","La tablet del personal médico tiene activado cifrado LUKS, y requiere passphrase al encender.",2025-05-01T16:07:09.501666+00:00,,,22.75,[]
148,SIR-136,Toda firma electrónica clínica debe estar asociada a una identidad verificada del firmante mediante un mecanismo de autenticación fuerte.,"ISO 27002:2022 8.5.3, NIST IA-2, HIPAA §164.312(a)(1)",Alta,"Garantiza que la firma corresponde a la persona autorizada, evitando suplantaciones.",Revisión de logs de firma con identidad única vinculada y uso de 2FA/MFA para confirmación.,Relacionado con SIR-002 (autenticación) y SIR-084 (OAuth).,"Digital Signature Identity, Authentication Binding",El médico que firma un consentimiento debe autenticarse con su token OTP antes de que se registre la firma.,2025-05-01T16:13:23.152812+00:00,,,-7.04,[]
149,SIR-137,Los documentos clínicos firmados deben contar con un mecanismo de validación criptográfica que garantice su integridad y detecte cualquier modificación posterior.,"ISO 27002:2022 8.3.5, HIPAA §164.312(c)(1)",Alta,"Protege contra manipulaciones de documentos firmados como consentimientos, informes o recetas.","Verificación de integridad hash (p. ej., SHA-256) y comprobación de firma digital asociada.",Relacionado con SIR-065 (integridad de ePHI).,"Document Integrity, Tamper Detection",Cada receta firmada digitalmente contiene un sello hash y firma RSA que permite validar que no fue alterada.,2025-05-01T16:13:23.152812+00:00,,,7.86,[]
150,SIR-138,"Las firmas electrónicas deben registrar la fecha, hora, usuario firmante y contexto clínico en el que se generaron.","ISO 27002:2022 5.22, HIPAA §164.312(b), NIST AU-2",Alta,Asegura la trazabilidad y responsabilidad clínica ante auditorías o disputas legales.,Inspección de logs de firma asociados a los registros electrónicos firmados.,Relacionado con SIR-107 (auditoría de privilegios).,"Signature Audit Trail, Clinical Accountability","Al firmar un alta médica, el sistema registra: Dr. A. Pérez, 2025-05-02 11:22, motivo: alta postoperatoria.",2025-05-01T16:13:23.152812+00:00,,,53.21,[]
151,SIR-139,Las firmas electrónicas clínicas deben estar protegidas contra reutilización o replicación en otros registros.,"ISO 27002:2022 8.5.3, NIST SP 800-63B",Alta,Evita el uso fraudulento de firmas válidas en contextos distintos al original.,Verificación de unicidad y no transferibilidad de tokens de firma y restricciones por sesión.,Relacionado con SIR-040 (sesión de usuario).,"Signature Replay Protection, Session Binding",La firma digital emitida para un informe clínico no puede ser reutilizada para otro documento ni por otro usuario.,2025-05-01T16:13:23.152812+00:00,,,31.89,[]
152,SIR-140,"Debe permitirse la validación de firmas electrónicas incluso fuera del sistema OpenEMR, mediante verificación externa (p. ej., certificados públicos).","ISO 27002:2022 8.5.3, NIST SA-4(7)",Media,Permite auditoría legal y validación de documentos firmados incluso por terceros o en contexto forense.,Revisión de mecanismos de exportación con firma XAdES/PAdES o certificados verificables.,Complementa SIR-137.,"Signature Portability, Third-Party Verification",Un consentimiento firmado digitalmente puede ser exportado como PDF con firma X.509 validable en Adobe Acrobat.,2025-05-01T16:13:23.152812+00:00,,,1.43,[]
153,SIR-141,"Se debe realizar una evaluación periódica de riesgos de seguridad sobre todos los activos que procesan o almacenan ePHI, al menos una vez al año o ante cambios significativos.","ISO 27002:2022 5.28, NIST RA-3, HIPAA §164.308(a)(1)(ii)(A)",Alta,"Permite identificar nuevas amenazas, vulnerabilidades o impactos que comprometan la confidencialidad, integridad o disponibilidad de la ePHI.","Informe de evaluación de riesgos actualizado con evidencias de identificación, impacto y planes de tratamiento.",Relacionado con SIR-062 (continuidad técnica).,"Risk Assessment, ePHI Exposure Management","Cada 12 meses, el equipo de seguridad evalúa los riesgos del módulo de prescripción electrónica incluyendo nuevas dependencias.",2025-05-01T16:17:13.552099+00:00,,,25.12,[]
154,SIR-142,"Debe llevarse a cabo un Privacy Impact Assessment (PIA) ante cualquier nuevo tratamiento, módulo o integración que implique acceso a datos clínicos identificables.","ISO 27002:2022 8.11.1, NIST PM-9, Canada Health Infoway Req. 16",Alta,Permite anticipar y mitigar riesgos para los derechos de los pacientes y su información personal.,"Revisión documental del PIA realizado antes del despliegue de nuevos módulos, con evaluación de impacto legal y técnico.",Relacionado con SIR-045 (minimización de datos).,"Privacy Impact Assessment, Data Protection","Antes de integrar un nuevo sistema de telemedicina, se realiza un PIA para evaluar cómo se recopilan, almacenan y transfieren las videollamadas clínicas.",2025-05-01T16:17:13.552099+00:00,,,14.29,[]
155,SIR-143,El sistema debe contar con una metodología definida para priorizar los riesgos detectados en función del impacto en la ePHI y la probabilidad de ocurrencia.,"ISO 27005, NIST RA-2, HIPAA §164.308(a)(1)",Alta,"Facilita decisiones de seguridad efectivas, asignación de recursos y remediación escalonada.","Verificación del uso de matriz de riesgo o metodología tipo OCTAVE, FAIR o similar aplicada a OpenEMR.",Relacionado con SIR-141.,"Risk Prioritization, Impact Mapping",Una vulnerabilidad en la API de resultados de laboratorio se clasifica como crítica por tener exposición externa y afectar integridad clínica.,2025-05-01T16:17:13.552099+00:00,,,37.64,[]
156,SIR-144,La evaluación de riesgos debe actualizarse automáticamente o manualmente tras cualquier incidente de seguridad o hallazgo relevante.,"ISO 27002:2022 5.28.2, NIST RA-4",Media,Garantiza que los riesgos emergentes se gestionen de forma reactiva tras eventos no previstos.,Verificación de que las evaluaciones se modificaron tras incidentes registrados en el SIEM o en el sistema de tickets.,Relacionado con SIR-105 (detección de ransomware) y SIR-057 (monitorización avanzada).,"Dynamic Risk Adjustment, Post-Incident Review","Tras detectar un ataque a APIs FHIR, se actualiza el riesgo de exposición de datos clínicos remotos y se reevalúa la prioridad de mitigación.",2025-05-01T16:17:13.552099+00:00,,,11.92,[]
157,SIR-145,Debe mantenerse evidencia documental de todas las evaluaciones de riesgos y decisiones asociadas durante al menos 5 años para fines de cumplimiento.,"HIPAA §164.316(b), ISO 27002:2022 5.28.3",Media,"Facilita auditorías, cumplimiento legal y análisis histórico de decisiones sobre seguridad clínica.","Auditoría de repositorio documental (con logs de versiones, decisiones tomadas y responsables).",Relacionado con SIR-041 (derechos del paciente) y SIR-142 (PIA).,"Risk Documentation, Compliance Traceability",El equipo de seguridad conserva los informes de evaluación de 2023 y 2024 en un sistema de gestión documental con control de versiones.,2025-05-01T16:17:13.552099+00:00,,,15.31,[]
158,SIR-146,Las áreas físicas donde se alojan servidores que contienen ePHI deben contar con control de acceso físico mediante autenticación multifactor o credenciales biométricas.,"HIPAA §164.310(a)(1), ISO 27002:2022 7.4.1, NIST PE-3",Alta,Evita accesos no autorizados a infraestructura crítica que podría comprometer la disponibilidad o confidencialidad de datos clínicos.,"Verificación del sistema de control físico implementado (biométrico, tarjeta RFID) y registros de acceso.",Relacionado con SIR-079 (acceso físico general).,"Physical Access Control, Facility Protection",El CPD donde se aloja OpenEMR requiere tarjeta de proximidad y huella digital para ingreso al rack.,2025-05-01T16:19:35.633952+00:00,,,14.29,[]
159,SIR-147,"Las áreas sensibles deben contar con videovigilancia activa (CCTV) y grabación continua, conservada por al menos 30 días.","ISO 27002:2022 7.5.5, HIPAA §164.310(b)",Media,Permite detectar y evidenciar accesos físicos indebidos o actividades sospechosas en zonas críticas.,"Revisión del sistema CCTV, retención de grabaciones y protección de acceso a las mismas.",Relacionado con SIR-082 (registros físicos).,"Physical Surveillance, CCTV Auditability",Zona de servidores clínicos monitoreada con cámaras IP que almacenan 45 días de grabaciones cifradas.,2025-05-01T16:19:35.633952+00:00,,,27.83,[]
160,SIR-148,"Las instalaciones donde se operan sistemas clínicos deben tener sensores de intrusión, incendios, humedad y temperatura conectados a una central de alertas.","ISO 27002:2022 7.9.1, NIST PE-6",Alta,Mitiga riesgos físicos/ambientales que podrían afectar la disponibilidad e integridad del sistema clínico.,Inspección de sensores ambientales instalados y pruebas periódicas de su funcionamiento.,Relacionado con SIR-080 (protección ambiental).,"Environmental Monitoring, Physical Safety","El data center clínico incluye sensores de temperatura, CO2 y movimiento, conectados a panel central con alertas automáticas.",2025-05-01T16:19:35.633952+00:00,,,23.77,[]
161,SIR-149,"Debe aplicarse un registro obligatorio de visitantes a zonas restringidas físicas, incluyendo identificación, fecha, hora y motivo del acceso.","ISO 27002:2022 7.4.3, HIPAA §164.310(a)(2)(iii), NIST PE-8",Media,"Permite trazabilidad física, identificación de accesos no esperados y análisis forense ante incidentes.",Revisión del libro/log de visitantes y su custodia por seguridad física.,Relacionado con SIR-082.,"Visitor Management, Physical Access Audit","Toda persona que accede a la sala de servidores debe firmar su entrada, mostrar identificación y registrar el objetivo de su visita.",2025-05-01T16:19:35.633952+00:00,,,9.89,[]
162,SIR-150,"Se debe proteger contra accesos externos no vigilados mediante barreras físicas perimetrales, puertas controladas electrónicamente y vigilancia continua.","ISO 27002:2022 7.1.2, NIST PE-2",Alta,Previene accesos no autorizados a instalaciones físicas donde se procesan o almacenan datos clínicos sensibles.,"Inspección física del perímetro, evaluación de medidas de entrada/salida, cámaras y sensores.",Relacionado con SIR-133.,"Perimeter Protection, Facility Security","El centro médico cuenta con cerraduras electrónicas, torniquetes de entrada y guardia presencial las 24h.",2025-05-01T16:19:35.633952+00:00,,,-22.94,[]
